account_id,loan_amount,outstanding_amount,days_past_due,customer_location,customer_income_band,previous_payment_history,num_contact_attempts,last_contact_channel,last_contact_outcome,assigned_channel,recovery_amount
A4291,156439,135840,186,Tier 2,Low,Good,5,Call,Promised,Legal,0
A4292,41590,30317,18,Tier 1,Medium,Poor,6,Call,No Response,Field,0
A4293,171958,134929,284,Tier 2,Low,Good,5,Call,Paid,Call,38630
A4294,173938,147204,130,Tier 1,Medium,Average,5,Field,No Response,Legal,0
A4295,96624,76921,114,Tier 2,Low,Average,1,Field,No Response,Call,0
A4296,193864,182105,165,Tier 1,Low,Poor,3,Call,Refused,Call,0
A4297,170836,115902,35,Tier 1,Low,Poor,1,Call,Refused,Call,0
A4298,150356,97722,34,Tier 3,High,Good,6,Call,Paid,Legal,59937
A4299,72727,44139,78,Tier 1,Medium,Average,7,Field,No Response,Call,0
A4300,108471,56284,160,Tier 2,Medium,Average,6,Legal,Refused,Legal,0
A4301,38068,19852,74,Tier 1,Medium,Poor,7,Call,No Response,Call,0
A4302,146923,137377,159,Tier 1,Low,Poor,3,Field,Paid,Field,0
A4303,168367,141293,254,Tier 2,Low,Poor,2,Field,Promised,Call,0
A4304,41390,34364,67,Tier 2,Medium,Average,2,Call,Promised,Call,16539
A4305,136752,110402,165,Tier 2,Medium,Poor,3,Field,No Response,Call,0
A4306,181203,167542,121,Tier 3,Medium,Good,7,Field,Paid,Legal,0
A4307,124754,92334,132,Tier 3,Medium,Good,6,Call,No Response,Call,0
A4308,105969,99102,212,Tier 3,High,Average,7,None,Paid,Field,0
A4309,176110,119705,13,Tier 2,Medium,Average,3,Field,Promised,Legal,0
A4310,107064,103140,138,Tier 2,High,Average,7,Call,No Response,Call,0
A4311,51281,43554,35,Tier 2,Medium,Average,4,None,No Response,Field,0
A4312,84189,52920,298,Tier 2,High,Good,3,Call,No Response,Call,0
A4313,78511,61398,36,Tier 2,Medium,Good,3,Legal,Paid,Call,14683
A4314,152115,116598,51,Tier 1,Medium,Good,5,Field,Promised,Field,0
A4315,38605,21964,80,Tier 1,Medium,Average,1,Field,No Response,Call,12312
A4316,130318,103683,73,Tier 1,Low,Poor,3,Field,Refused,Call,0
A4317,162453,106795,34,Tier 1,Low,Average,5,Call,No Response,Call,65662
A4318,49810,26208,81,Tier 1,Low,Poor,3,Call,Refused,Call,0
A4319,185394,180634,277,Tier 2,Medium,Good,4,Field,Refused,Field,0
A4320,71869,58986,104,Tier 1,Low,Good,3,Field,Refused,Field,18950
A4321,62955,59080,126,Tier 2,Medium,Good,3,None,Refused,Call,0
A4322,91388,76585,173,Tier 3,High,Average,5,Field,Refused,Field,58294
A4323,40207,27280,287,Tier 1,High,Good,3,Call,Refused,Field,9178
A4324,189292,143169,74,Tier 1,Medium,Poor,5,Call,No Response,Field,0
A4325,52031,43595,269,Tier 1,Low,Good,7,Legal,Promised,Legal,0
A4326,110807,108604,237,Tier 2,Low,Average,1,Legal,Refused,Legal,0
A4327,101312,63505,209,Tier 2,Low,Average,5,Field,Paid,Field,0
A4328,89766,84154,229,Tier 2,Medium,Good,6,Call,Refused,Call,0
A4329,173521,166933,189,Tier 1,High,Average,7,Legal,No Response,Call,0
A4330,119833,100085,237,Tier 2,Low,Average,1,Call,Paid,Call,38713
A4331,141041,136193,261,Tier 3,Medium,Good,6,Call,Refused,Field,87379
A4332,146185,102174,13,Tier 1,Medium,Poor,3,Field,No Response,Legal,0
A4333,40350,39402,150,Tier 3,Low,Average,1,Call,Refused,Call,12616
A4334,130859,111412,175,Tier 2,High,Good,2,Field,Paid,Call,83868
A4335,98487,51312,263,Tier 1,Medium,Average,6,Call,Refused,Call,0
A4336,178694,170373,162,Tier 2,High,Good,2,Call,No Response,Call,99596
A4337,153853,114195,76,Tier 1,Medium,Poor,5,Call,Paid,Field,0
A4338,83117,60688,64,Tier 1,Low,Poor,4,Field,Paid,Call,0
A4339,131084,102669,105,Tier 1,Medium,Average,3,Call,No Response,Legal,0
A4340,53782,30908,176,Tier 1,Low,Good,7,Call,Refused,Legal,0
A4341,58454,42939,71,Tier 1,Medium,Poor,6,Call,No Response,Call,0
A4342,97904,89637,183,Tier 2,High,Good,7,Call,Promised,Call,58201
A4343,159936,81206,262,Tier 3,Medium,Average,2,Field,Refused,Legal,0
A4344,176664,112439,121,Tier 2,Medium,Average,4,Call,Refused,Legal,0
A4345,183245,91847,224,Tier 2,Medium,Average,5,Call,Refused,Legal,0
A4346,194276,137519,248,Tier 3,Medium,Poor,1,Legal,No Response,Call,0
A4347,196668,169952,236,Tier 1,Low,Poor,3,Call,Paid,Call,0
A4348,195396,175736,239,Tier 1,Low,Good,6,None,Promised,Field,0
A4349,152258,148085,242,Tier 2,Low,Average,1,Field,Refused,Legal,0
A4350,141668,113936,172,Tier 2,Medium,Good,3,Call,Promised,Call,0
A4351,154184,96721,135,Tier 1,Medium,Poor,2,Call,Promised,Legal,0
A4352,191822,184546,262,Tier 2,Low,Poor,4,None,No Response,Call,0
A4353,46566,41334,208,Tier 1,High,Average,5,Field,No Response,Call,0
A4354,168262,132458,206,Tier 2,Low,Poor,3,Field,Refused,Call,0
A4355,68333,57934,131,Tier 2,Low,Average,2,Field,Paid,Call,0
A4356,151929,146179,273,Tier 3,Medium,Average,6,Call,No Response,Call,0
A4357,119571,102376,63,Tier 3,Medium,Average,5,Call,No Response,Call,0
A4358,150263,102808,144,Tier 2,High,Good,3,Call,Refused,Field,0
A4359,162661,139321,160,Tier 1,Medium,Average,7,Field,No Response,Field,37809
A4360,55235,28729,109,Tier 2,Low,Good,2,Legal,Promised,Call,0
A4361,30159,20906,243,Tier 1,High,Average,5,Call,No Response,Legal,0
A4362,173217,121799,41,Tier 3,High,Average,1,Field,No Response,Call,0
A4363,192993,112595,71,Tier 3,High,Good,7,None,Promised,Field,78030
A4364,134859,68986,205,Tier 2,High,Good,4,Call,Promised,Field,0
A4365,177309,100479,39,Tier 3,Low,Average,4,Call,Promised,Legal,54389
A4366,137507,113761,252,Tier 2,High,Average,6,Call,Promised,Call,0
A4367,169316,152578,115,Tier 1,High,Poor,7,Call,Refused,Call,0
A4368,44743,44479,142,Tier 2,Medium,Average,7,Field,No Response,Call,0
A4369,76101,51229,31,Tier 2,Medium,Average,6,Call,No Response,Call,0
A4370,151534,121180,165,Tier 3,Medium,Average,1,Call,Paid,Call,0
A4371,114227,110637,223,Tier 1,Low,Average,4,Field,Refused,Call,0
A4372,101126,59009,235,Tier 3,Medium,Average,4,Legal,Refused,Field,0
A4373,86071,73919,294,Tier 2,High,Average,3,Legal,No Response,Call,0
A4374,104763,91928,180,Tier 3,Medium,Average,2,None,Paid,Call,0
A4375,173309,94364,51,Tier 1,Medium,Average,1,Legal,No Response,Call,62442
A4376,176721,164460,69,Tier 2,Medium,Average,6,Call,No Response,Legal,0
A4377,198785,180209,86,Tier 3,Low,Average,2,Call,No Response,Call,0
A4378,76154,39348,211,Tier 2,Medium,Average,4,Call,No Response,Call,0
A4379,37016,20193,229,Tier 1,Medium,Good,2,Call,Promised,Call,4906
A4380,119678,62778,196,Tier 2,Low,Average,5,Call,Promised,Call,35474
A4381,142056,94804,105,Tier 3,High,Poor,1,Field,Paid,Call,58187
A4382,84238,63569,221,Tier 2,High,Good,1,Field,Refused,Call,0
A4383,88608,67889,271,Tier 2,Low,Poor,7,Call,Refused,Call,0
A4384,119081,75477,86,Tier 3,Medium,Average,7,Field,Refused,Legal,0
A4385,192969,184439,40,Tier 2,Medium,Good,1,Call,Paid,Call,91637
A4386,80961,55387,48,Tier 3,Medium,Good,3,Call,No Response,Call,38836
A4387,56917,29754,223,Tier 2,Medium,Good,2,Call,No Response,Field,0
A4388,183808,119496,135,Tier 1,Medium,Poor,2,None,Paid,Legal,0
A4389,57990,44394,174,Tier 1,Medium,Good,6,None,Refused,Legal,0
A4390,92551,65166,255,Tier 1,Low,Average,3,Call,No Response,Call,0
A4391,183512,116882,118,Tier 2,Medium,Average,1,None,Refused,Legal,0
A4392,196277,111026,97,Tier 2,Medium,Average,3,Call,Paid,Call,84798
A4393,110811,100791,209,Tier 3,Low,Poor,3,Field,No Response,Legal,0
A4394,85103,84938,280,Tier 3,Medium,Poor,4,Field,Refused,Call,0
A4395,136122,90489,60,Tier 1,Low,Average,1,Field,No Response,Call,30201
A4396,49008,33855,207,Tier 2,Medium,Good,6,Call,Promised,Call,0
A4397,62402,50484,32,Tier 2,Low,Good,5,Call,Paid,Call,0
A4398,166865,143373,162,Tier 1,Medium,Poor,6,Call,Refused,Legal,0
A4399,166643,115985,232,Tier 2,High,Good,4,Field,Paid,Call,27419
A4400,177281,168853,230,Tier 1,Medium,Poor,1,Field,Refused,Call,0
A4401,143550,111969,160,Tier 1,Medium,Average,7,Legal,Promised,Call,0
A4402,121218,87906,275,Tier 1,Medium,Good,1,Call,Refused,Call,58354
A4403,163296,134447,82,Tier 3,High,Poor,1,None,No Response,Call,0
A4404,150779,147220,86,Tier 2,Medium,Poor,2,None,Refused,Call,0
A4405,159714,143307,41,Tier 2,Low,Average,1,Call,No Response,Legal,69992
A4406,62441,32469,74,Tier 2,High,Average,1,Call,Refused,Call,0
A4407,92368,61531,27,Tier 1,Low,Average,5,Field,Promised,Legal,14449
A4408,122122,89792,173,Tier 1,High,Average,1,Call,No Response,Field,0
A4409,74760,49136,296,Tier 1,Medium,Average,3,Call,Refused,Call,0
A4410,53478,45461,63,Tier 1,Low,Poor,1,Call,Paid,Field,0
A4411,157881,144166,72,Tier 3,High,Good,1,Field,No Response,Legal,36542
A4412,101854,88172,266,Tier 2,Low,Good,6,Call,No Response,Field,29683
A4413,124230,123567,248,Tier 1,Low,Good,1,Call,No Response,Field,0
A4414,115716,73627,18,Tier 1,Medium,Average,7,Field,No Response,Field,0
A4415,173252,162422,129,Tier 2,Medium,Average,2,None,Promised,Legal,0
A4416,128538,113539,99,Tier 2,Low,Good,4,Field,Paid,Field,23017
A4417,45372,30902,184,Tier 2,Medium,Average,2,Call,Paid,Call,14895
A4418,59796,51846,12,Tier 1,Medium,Good,5,Call,No Response,Call,0
A4419,128826,71116,139,Tier 2,Low,Average,6,Call,Promised,Call,0
A4420,150592,134729,63,Tier 1,Medium,Poor,6,Field,No Response,Field,0
A4421,123635,94724,193,Tier 3,High,Poor,5,Call,No Response,Field,0
A4422,141022,91120,233,Tier 1,High,Poor,3,Field,No Response,Call,0
A4423,84040,69575,21,Tier 1,Low,Average,3,Legal,No Response,Field,29373
A4424,105357,86478,204,Tier 2,Medium,Average,5,Call,No Response,Call,0
A4425,108356,65527,256,Tier 1,High,Poor,4,Legal,Paid,Call,14902
A4426,46211,23807,163,Tier 2,High,Good,6,Field,Refused,Call,8203
A4427,135426,97074,87,Tier 1,Medium,Poor,4,Legal,Paid,Field,62517
A4428,35842,28127,149,Tier 1,Low,Average,5,None,No Response,Call,0
A4429,96852,90876,99,Tier 3,Low,Average,1,Call,Paid,Legal,62199
A4430,155737,150147,153,Tier 1,Medium,Poor,2,Call,No Response,Legal,0
A4431,75968,58070,81,Tier 1,Low,Average,2,Call,Promised,Call,0
A4432,47508,41659,186,Tier 1,Medium,Poor,1,Call,Paid,Call,0
A4433,183077,131751,272,Tier 3,Low,Good,4,Call,Paid,Call,0
A4434,84575,73837,280,Tier 2,High,Average,2,Legal,Promised,Field,0
A4435,180043,108458,114,Tier 3,Low,Average,2,Call,No Response,Call,21954
A4436,186671,127969,81,Tier 3,Medium,Poor,3,Call,No Response,Call,33762
A4437,96914,79189,83,Tier 3,Medium,Average,7,Field,Paid,Call,0
A4438,97055,49408,152,Tier 2,Medium,Poor,4,Legal,Paid,Call,0
A4439,117697,101364,71,Tier 3,Medium,Average,5,Field,No Response,Call,0
A4440,136239,125035,155,Tier 2,Medium,Average,5,Call,Refused,Legal,0
A4441,153106,107108,55,Tier 3,Low,Average,1,Call,No Response,Legal,0
A4442,35355,25596,238,Tier 3,Low,Average,7,Call,No Response,Field,20450
A4443,84120,77864,114,Tier 2,Medium,Average,2,None,No Response,Field,0
A4444,68342,60675,118,Tier 1,Low,Poor,5,None,Paid,Call,35752
A4445,32257,20775,130,Tier 2,Low,Good,7,Call,Refused,Legal,0
A4446,57364,37974,52,Tier 2,Low,Good,1,Field,Paid,Call,23199
A4447,186044,156172,108,Tier 2,Medium,Average,7,Legal,Refused,Field,0
A4448,141715,110764,203,Tier 3,Medium,Poor,3,Call,Refused,Call,0
A4449,56654,32922,223,Tier 2,Low,Average,4,Field,Promised,Field,0
A4450,111423,72978,238,Tier 1,Low,Poor,2,Call,Promised,Field,31206
A4451,59320,56353,194,Tier 2,Medium,Good,7,Call,No Response,Legal,28324
A4452,50808,42886,121,Tier 2,Medium,Average,2,None,Refused,Field,0
A4453,82389,81811,281,Tier 3,Medium,Poor,1,Field,Refused,Call,0
A4454,148581,131272,111,Tier 2,High,Poor,2,Legal,No Response,Legal,0
A4455,157927,153345,219,Tier 1,Medium,Average,4,Field,Promised,Field,77389
A4456,64773,39388,236,Tier 1,Medium,Average,5,Call,No Response,Call,0
A4457,188819,167245,290,Tier 1,Medium,Poor,1,Call,Refused,Call,0
A4458,106396,54273,31,Tier 1,Medium,Poor,4,Legal,Refused,Call,0
A4459,137692,115025,257,Tier 3,Low,Average,2,Call,Paid,Call,47013
A4460,87505,64284,168,Tier 1,Medium,Average,5,Call,No Response,Call,0
A4461,115896,78042,238,Tier 1,Medium,Good,4,Call,Refused,Legal,0
A4462,48135,44823,196,Tier 3,Medium,Average,5,Call,Refused,Call,0
A4463,120887,112078,152,Tier 2,Low,Average,5,Call,Paid,Legal,0
A4464,152118,77755,33,Tier 1,Medium,Good,1,Legal,Promised,Field,0
A4465,77377,62269,150,Tier 2,Medium,Poor,7,Call,No Response,Legal,0
A4466,184626,126268,249,Tier 1,Medium,Average,7,Legal,No Response,Field,0
A4467,92491,65467,91,Tier 2,Low,Average,2,Call,No Response,Field,0
A4468,88283,80869,57,Tier 3,Medium,Good,3,Call,Paid,Call,49640
A4469,46923,30730,180,Tier 3,High,Good,3,Call,No Response,Field,0
A4470,77591,75381,271,Tier 1,Medium,Good,3,Field,Refused,Call,0
A4471,92261,54417,77,Tier 1,Low,Average,7,Field,Promised,Call,29579
A4472,84336,70113,23,Tier 2,Medium,Good,4,Field,Paid,Legal,0
A4473,104083,87018,39,Tier 1,High,Average,3,Legal,Refused,Field,66674
A4474,90948,56942,119,Tier 2,Medium,Poor,7,Call,No Response,Field,0
A4475,194074,128549,221,Tier 1,Low,Good,6,Field,Refused,Call,0
A4476,56672,51990,273,Tier 2,Medium,Poor,6,Field,No Response,Field,0
A4477,34213,30138,211,Tier 3,Medium,Good,2,Call,No Response,Field,0
A4478,171365,113880,93,Tier 3,Medium,Poor,7,Field,Refused,Call,0
A4479,92507,70950,62,Tier 3,Medium,Average,3,Call,Refused,Legal,0
A4480,87134,46254,265,Tier 1,Medium,Good,7,Call,No Response,Call,0
A4481,163172,98616,83,Tier 2,Low,Poor,5,Call,Refused,Field,0
A4482,58172,43216,229,Tier 2,Medium,Good,7,Call,Refused,Call,8819
A4483,50132,27221,152,Tier 3,Medium,Average,6,Legal,Promised,Field,0
A4484,48199,44423,109,Tier 3,Medium,Average,5,Call,Refused,Call,32477
A4485,66609,57217,138,Tier 3,Low,Good,5,Call,Paid,Legal,0
A4486,169088,164322,228,Tier 3,Medium,Average,7,None,Promised,Field,0
A4487,61881,52396,280,Tier 2,Low,Good,3,Legal,Promised,Field,0
A4488,54472,52848,31,Tier 2,Medium,Poor,2,None,Promised,Call,40663
A4489,197093,153191,187,Tier 3,Low,Average,2,Call,No Response,Legal,0
A4490,84131,67313,57,Tier 2,Low,Good,3,Field,No Response,Field,19408
A4491,185159,183026,126,Tier 3,Medium,Good,2,Call,Refused,Call,0
A4492,42828,35164,188,Tier 3,High,Good,6,Call,Promised,Call,0
A4493,126664,65281,282,Tier 2,High,Good,3,Field,No Response,Call,0
A4494,162473,140035,188,Tier 1,Medium,Average,2,Field,No Response,Call,0
A4495,45193,43056,58,Tier 1,Medium,Poor,1,Field,No Response,Field,0
A4496,181379,162840,264,Tier 1,Low,Good,1,Legal,No Response,Field,0
A4497,132518,104943,39,Tier 2,Low,Average,2,Field,No Response,Call,34964
A4498,49611,41457,94,Tier 2,Medium,Average,5,Legal,No Response,Call,0
A4499,173022,172173,286,Tier 2,High,Good,6,None,Refused,Call,0
A4500,106240,57935,43,Tier 2,High,Good,1,Field,Refused,Call,0
A4501,32745,27296,107,Tier 3,High,Good,6,Call,No Response,Call,0
A4502,85243,54700,85,Tier 1,High,Poor,7,Call,Promised,Call,12598
A4503,33866,27771,184,Tier 3,Low,Poor,4,Call,Refused,Field,0
A4504,193317,155390,258,Tier 1,High,Average,6,Call,No Response,Field,0
A4505,158681,91515,143,Tier 2,Medium,Poor,3,Field,Refused,Legal,0
A4506,101354,61154,187,Tier 2,High,Poor,4,Call,Paid,Field,20856
A4507,81374,65979,237,Tier 3,Medium,Average,2,Legal,Refused,Call,0
A4508,144397,81456,72,Tier 2,Medium,Average,2,Legal,No Response,Field,0
A4509,154577,97783,277,Tier 1,Low,Average,7,Call,No Response,Call,0
A4510,191188,175438,267,Tier 1,Low,Good,5,Call,Paid,Legal,0
A4511,111029,73672,153,Tier 1,Medium,Poor,7,Call,No Response,Field,0
A4512,123574,91942,61,Tier 2,High,Average,1,Call,Paid,Call,53654
A4513,181519,176176,108,Tier 2,Low,Average,6,Call,Paid,Call,0
A4514,60431,37078,54,Tier 2,Low,Good,1,Legal,Promised,Legal,12238
A4515,178980,124357,51,Tier 3,Low,Poor,6,Field,Paid,Legal,0
A4516,59336,47660,66,Tier 3,Low,Average,4,Call,Promised,Call,33898
A4517,70992,62307,42,Tier 2,Low,Good,7,Call,No Response,Call,0
A4518,85350,81153,123,Tier 1,Low,Good,1,Field,Refused,Legal,0
A4519,99561,95353,123,Tier 3,Low,Average,2,Legal,Promised,Legal,0
A4520,81955,72802,65,Tier 2,High,Average,5,Legal,Refused,Legal,0
A4521,91240,56036,53,Tier 2,High,Good,3,Call,No Response,Legal,0
A4522,181165,92829,221,Tier 2,Medium,Good,4,None,Refused,Field,0
A4523,167227,115702,43,Tier 2,High,Poor,6,Field,Paid,Legal,0
A4524,76607,43725,279,Tier 3,Low,Good,4,Call,Paid,Call,32738
A4525,194559,166385,205,Tier 3,Medium,Good,3,Call,Refused,Legal,0
A4526,182035,151191,134,Tier 3,Medium,Average,2,Call,Promised,Call,0
A4527,82870,43256,88,Tier 3,Low,Good,4,Call,No Response,Field,0
A4528,94110,86420,264,Tier 3,Medium,Average,1,Legal,No Response,Call,0
A4529,182008,113640,154,Tier 1,High,Average,1,Call,Refused,Legal,0
A4530,146895,105193,92,Tier 3,Low,Good,1,Legal,Paid,Call,22787
A4531,34426,28710,239,Tier 1,Low,Good,5,Call,No Response,Legal,0
A4532,57606,41171,146,Tier 2,High,Good,3,None,No Response,Call,0
A4533,58151,41906,36,Tier 1,Low,Average,2,Field,Promised,Call,0
A4534,41308,22009,186,Tier 1,Medium,Poor,1,Call,Promised,Legal,0
A4535,120306,84301,216,Tier 1,High,Average,1,Call,Refused,Field,0
A4536,136984,120877,222,Tier 2,High,Average,5,Legal,Promised,Legal,60940
A4537,32204,30838,46,Tier 2,High,Good,1,Call,No Response,Field,0
A4538,122769,86766,188,Tier 1,Medium,Poor,6,Call,No Response,Field,0
A4539,117265,83468,169,Tier 3,Low,Average,5,Legal,No Response,Legal,17476
A4540,61131,52041,21,Tier 3,Medium,Average,6,None,No Response,Legal,0
A4541,82428,80069,178,Tier 3,Medium,Good,3,Legal,No Response,Call,0
A4542,63870,40463,89,Tier 3,Medium,Good,4,Field,Promised,Call,23126
A4543,133547,96163,23,Tier 3,High,Poor,1,Call,No Response,Field,0
A4544,79067,71001,63,Tier 3,High,Average,1,Call,No Response,Legal,0
A4545,142217,114462,263,Tier 2,Medium,Average,7,Field,Promised,Field,0
A4546,182679,101440,74,Tier 2,Low,Good,3,Call,Refused,Field,0
A4547,186040,151411,67,Tier 3,Low,Average,4,Call,Refused,Call,61847
A4548,128934,76505,105,Tier 1,Medium,Poor,5,Field,No Response,Field,0
A4549,172980,130618,30,Tier 1,Low,Poor,4,Call,No Response,Call,0
A4550,187495,143349,269,Tier 2,Low,Poor,1,Field,Promised,Call,101423
A4551,104707,98225,82,Tier 1,Medium,Average,3,Call,Refused,Call,73716
A4552,91215,66700,257,Tier 2,Medium,Poor,6,Call,Paid,Call,0
A4553,79429,50812,136,Tier 1,Medium,Poor,2,Field,Promised,Legal,25359
A4554,112152,69027,55,Tier 3,Low,Poor,3,Legal,Refused,Call,53260
A4555,138048,129368,277,Tier 3,Medium,Poor,5,Call,No Response,Field,0
A4556,199530,116825,137,Tier 1,Low,Average,5,Legal,No Response,Call,0
A4557,168731,120294,39,Tier 1,Medium,Average,1,Call,Refused,Legal,0
A4558,107240,63656,103,Tier 1,Medium,Average,7,Call,Refused,Field,0
A4559,193865,171890,233,Tier 2,Medium,Poor,3,Field,Promised,Call,0
A4560,143688,105924,109,Tier 2,Low,Average,2,Call,Paid,Call,76270
A4561,76473,51663,80,Tier 2,Low,Good,3,Field,No Response,Call,0
A4562,126762,86267,90,Tier 1,High,Good,5,Field,Promised,Field,0
A4563,136956,126835,117,Tier 2,Low,Good,7,Field,No Response,Call,0
A4564,148452,115330,111,Tier 1,Medium,Average,3,None,No Response,Call,0
A4565,156311,134260,100,Tier 2,Low,Good,1,Legal,No Response,Call,0
A4566,37006,35100,25,Tier 1,Low,Average,5,None,Promised,Call,9055
A4567,104218,99097,119,Tier 2,Low,Poor,3,Field,Promised,Field,0
A4568,194912,129471,272,Tier 1,High,Poor,3,Call,Promised,Call,0
A4569,62430,60945,169,Tier 1,Low,Average,1,Call,Promised,Legal,0
A4570,53091,27205,262,Tier 1,High,Average,1,Call,No Response,Call,0
A4571,194055,133590,98,Tier 2,High,Poor,3,Call,Promised,Call,0
A4572,53989,51176,104,Tier 2,Medium,Poor,7,Field,Promised,Call,0
A4573,105451,67205,281,Tier 3,Medium,Average,2,Field,No Response,Call,0
A4574,48990,31184,256,Tier 1,High,Average,5,Call,Refused,Legal,0
A4575,120270,78333,215,Tier 1,Medium,Average,3,Legal,Paid,Call,32404
A4576,110360,88967,295,Tier 1,Medium,Good,1,Field,Promised,Call,35966
A4577,66081,47523,257,Tier 1,Medium,Poor,5,Call,Promised,Call,0
A4578,172105,148589,76,Tier 1,Low,Average,1,Call,Refused,Call,0
A4579,138272,131006,55,Tier 1,Low,Average,5,Call,No Response,Field,0
A4580,46241,38708,52,Tier 2,High,Average,3,Call,No Response,Call,14793
A4581,154932,93305,238,Tier 2,Medium,Good,6,Legal,Promised,Field,0
A4582,35939,34729,243,Tier 3,Medium,Average,6,Legal,Paid,Legal,0
A4583,143000,90411,208,Tier 1,Medium,Average,7,Call,Promised,Legal,0
A4584,65063,37407,41,Tier 2,High,Good,4,Call,No Response,Field,25378
A4585,188117,102520,273,Tier 3,Medium,Good,6,Field,No Response,Call,0
A4586,77118,60282,122,Tier 1,Medium,Poor,4,Legal,Refused,Call,0
A4587,114703,63875,285,Tier 3,Medium,Average,5,Call,Refused,Field,24307
A4588,182697,104025,155,Tier 3,Low,Average,7,Field,Paid,Call,0
A4589,158557,103064,15,Tier 3,Low,Good,7,Legal,Paid,Field,44062
A4590,57076,36575,117,Tier 2,High,Good,7,Legal,Refused,Field,9197
A4591,74605,59842,269,Tier 2,High,Average,1,Legal,No Response,Field,0
A4592,114565,104067,80,Tier 2,Medium,Average,1,Call,Refused,Call,53278
A4593,69121,60873,171,Tier 1,Medium,Poor,1,Field,Refused,Field,0
A4594,61433,38779,109,Tier 3,High,Good,3,Call,Paid,Call,0
A4595,73309,45646,42,Tier 2,Medium,Poor,5,Field,No Response,Call,0
A4596,97468,95800,152,Tier 3,Low,Average,3,Call,Paid,Field,25890
A4597,97293,49047,253,Tier 1,Medium,Average,4,Field,No Response,Call,0
A4598,126258,118664,233,Tier 1,Low,Average,4,Call,Refused,Field,0
A4599,198925,119327,223,Tier 2,High,Poor,1,Field,No Response,Call,0
A4600,68405,66601,129,Tier 2,Medium,Good,1,Field,Paid,Call,0
A4601,73527,49347,177,Tier 1,Low,Poor,5,Legal,Promised,Field,0
A4602,107227,77222,226,Tier 2,High,Good,4,Field,Paid,Field,55713
A4603,161564,137904,226,Tier 1,High,Poor,5,Field,No Response,Legal,0
A4604,169883,134858,63,Tier 2,Medium,Average,4,Legal,No Response,Legal,0
A4605,123344,81279,217,Tier 2,Medium,Poor,2,Call,No Response,Call,0
A4606,185344,143996,89,Tier 1,Medium,Average,5,Field,No Response,Legal,0
A4607,77153,66764,160,Tier 2,Medium,Good,2,Field,Promised,Call,45334
A4608,138042,71943,64,Tier 1,Medium,Good,3,Call,Promised,Call,0
A4609,84110,42525,14,Tier 2,Medium,Good,7,None,Paid,Field,16217
